city,state,country,population,zip_code
Nizhniy Novgorod,Nizhegorodskaya Oblast,Russia,1204985,45909
Panipat,Haryana,India,1202811,99339
Qom,Qom,Iran,1201158,29870
Mombasa,Mombasa,Kenya,1200000,44578
Hargeysa,Woqooyi Galbeed,Somalia,1200000,82124
Baidoa,Bay,Somalia,1200000,36790
Varanasi,Uttar Pradesh,India,1198491,35289
Hiroshima,Hiroshima,Japan,1198021,65129
Chiang Mai,Chiang Mai,Thailand,1198000,25485
Belgrade,Beograd,Serbia,1197714,54482
Maiduguri,Borno,Nigeria,1197497,96188
Kalleli,Kerala,India,1197412,14748
Batam Centre,Kepulauan Riau,Indonesia,1196396,96769
Pingdu,Shandong,China,1191348,19435
Rongcheng,Yunnan,China,1189813,13709
Mbandaka,Equateur,Congo (Kinshasa),1187837,40355
Xinyu,Jiangxi,China,1186700,65771
Doha,Ad Dawhah,Qatar,1186023,67799
Shymkent,Shymkent,Kazakhstan,1184113,23116
Tripoli,Tarabulus,Libya,1183000,35470
Srinagar,Jammu and Kashmir,India,1180570,52344
Nashville,Tennessee,United States,1178679,52918
Chelyabinsk,Chelyabinskaya Oblast,Russia,1177058,62224
Aurangabad,Maharashtra,India,1175116,49298
Cilacap,Jawa Tengah,Indonesia,1174964,90219
Xinhualu,Henan,China,1172237,71629
Salt Lake City,Utah,United States,1169033,76040
Guankou,Hunan,China,1168056,38016
Bandar Lampung,Lampung,Indonesia,1166761,33960
Dhanbad,Jharkhand,India,1162472,43591
Nay Pyi Taw,Nay Pyi Taw,Burma,1160242,92848
Aba,Abia,Nigeria,1160000,77641
Jingling,Hubei,China,1158640,46395
Zhuji,Zhejiang,China,1157938,32700
Tegucigalpa,Francisco Morazan,Honduras,1157509,44620
Kigali,Kigali,Rwanda,1156663,30559
Samara,Samarskaya Oblast,Russia,1156659,71642
Yingtan,Jiangxi,China,1154223,86539
Edmonton,Alberta,Canada,1151635,31732
Raleigh,North Carolina,United States,1150010,40354
Bishkek,Bishkek,Kyrgyzstan,1145044,23843
Bujumbura,Bujumbura Mairie,Burundi,1143202,81726
Guyuan,Ningxia,China,1142142,27640
Leiyang,Hunan,China,1140675,62528
Krasnodar,Krasnodarskiy Kray,Russia,1138654,48413
Rostov,Rostovskaya Oblast,Russia,1135968,62638
Maputo,Maputo,Mozambique,1133200,62736
Bukavu,Sud-Kivu,Congo (Kinshasa),1133000,78866
Amritsar,Punjab,India,1132383,29087
Shagamu,Ogun,Nigeria,1132270,51430
Aligarh,Uttar Pradesh,India,1131160,34504
Zhangye,Gansu,China,1131016,17114
Ufa,Bashkortostan,Russia,1128787,88859
Santo Domingo,Ozama,Dominican Republic,1128678,20975
Ulsan,Ulsan,"Korea, South",1127553,21023
Rongcheng,Hubei,China,1120822,31447
Tbilisi,Tbilisi,Georgia,1118035,33959
Guwahati,Assam,India,1116267,76203
Fes,Fes-Meknes,Morocco,1112072,39703
Yingchuan,Henan,China,1109782,19337
Ninh Binh,Ninh Binh,Vietnam,1106913,56427
Yerevan,Yerevan,Armenia,1106300,71529
Mwanza,Mwanza,Tanzania,1104521,94665
Omsk,Omskaya Oblast,Russia,1104485,41921
Mexicali,Baja California,Mexico,1102342,43307
Sevilla,Andalusia,Spain,1100000,37355
Ikare,Ondo,Nigeria,1099931,14835
Dingzhou,Hebei,China,1095986,30159
Tamale,Northern,Ghana,1095808,57605
Yuyao,Zhejiang,China,1095000,48088
Goiania,Goias,Brazil,1093007,88752
Krasnoyarsk,Krasnoyarskiy Kray,Russia,1092851,65284
Cologne,North Rhine-Westphalia,Germany,1087353,67043
Ubungo,Dar es Salaam,Tanzania,1086912,45547
Yicheng,Jiangsu,China,1082929,92844
Richmond,Virginia,United States,1081248,37532
Kisangani,Tshopo,Congo (Kinshasa),1081000,44349
Ezhou,Hubei,China,1079353,55445
Astana,Nur-Sultan,Kazakhstan,1078362,15713
Zhufeng,Shandong,China,1078178,66178
Nezahualcoyotl,Mexico,Mexico,1077208,59407
Nouakchott,Nouakchott Ouest,Mauritania,1077169,80340
Haora,West Bengal,India,1077075,60990
Tongjin,Gyeonggi,"Korea, South",1076369,85672
Ranchi,Jharkhand,India,1073440,75545
Ciudad Nezahualcoyotl,Mexico,Mexico,1072676,94791
Gwalior,Madhya Pradesh,India,1069276,68141
Ottawa,Ontario,Canada,1068821,33793
Haicheng,Liaoning,China,1067905,66570
Jianguang,Jiangxi,China,1065641,47892
Goyang,Gyeonggi,"Korea, South",1061929,11015
Sendai,Miyagi,Japan,1061177,71813
Xibeijie,Gansu,China,1055706,37712
Chandigarh,India,India,1055450,18415
Voronezh,Voronezhskaya Oblast,Russia,1051995,72292
Managua,Managua,Nicaragua,1051236,33833
Zhongwei,Ningxia,China,1046000,14158
Jiancheng,Sichuan,China,1045900,72680
Mersin,Mersin,Turkey,1040507,30309
Shouguang,Shandong,China,1039205,16970
Liangshi,Hunan,China,1038416,82474
Sao Luis,Maranhao,Brazil,1037775,96704
Jodhpur,Rajasthan,India,1033918,56540
Memphis,Tennessee,United States,1033394,30384
Matola,Maputo,Mozambique,1032197,28017
Ogbomoso,Oyo,Nigeria,1032000,85880
Sanya,Hainan,China,1031396,18702
Rangapukur,Rangpur,Bangladesh,1031388,10384
Ashgabat,Asgabat,Turkmenistan,1030063,10404
Enugu,Enugu,Nigeria,1029400,50943
Linhai,Zhejiang,China,1028813,57926
Perm,Permskiy Kray,Russia,1026908,39189
Shubra al Khaymah,Al Qalyubiyah,Egypt,1025569,22763
Monrovia,Montserrado,Liberia,1021762,28384
Islamabad,Islamabad,Pakistan,1014825,70100
Xinyi,Guangdong,China,1013900,19860
Thu Duc,Ho Chi Minh,Vietnam,1013795,90642
Aqchah,Jowzjan,Afghanistan,1012000,60612
Odesa,Odeska Oblast,Ukraine,1010537,33574
Raipur,Chhattisgarh,India,1010087,33524
Namangan,Namangan,Uzbekistan,1010000,79172
Changwon,Gyeongnam,"Korea, South",1009998,20916
Arequipa,Arequipa,Peru,1008290,14809
Tshikapa,Kasai,Congo (Kinshasa),1006387,42201
Volgograd,Volgogradskaya Oblast,Russia,1004763,63330
Morelia,Michoacan,Mexico,1002461,23456
Kota,Rajasthan,India,1001694,66397
Quetta,Balochistan,Pakistan,1001205,48765
Oklahoma City,Oklahoma,United States,1000207,44816
Domaa-Ahenkro,Bono,Ghana,1000000,55106
Bareilly,Uttar Pradesh,India,1000000,63932
Liaoyuan,Jilin,China,996903,27100
Stockholm,Stockholm,Sweden,995574,67091
Bordeaux,Nouvelle-Aquitaine,France,994920,31949
Taixing,Jiangsu,China,990200,80080
Lilongwe,Lilongwe,Malawi,989318,47744
Port-au-Prince,Ouest,Haiti,987310,55543
Esenyurt,Istanbul,Turkey,983571,46187
Pekanbaru,Riau,Indonesia,983356,17239
Bogor,Jawa Barat,Indonesia,982469,24489
Ciudad Guayana,Bolivar,Venezuela,978202,68017
Chiba,Chiba,Japan,975014,71877
Kirkuk,Karkuk,Iraq,975000,53125
Shuizhai,Henan,China,973197,59922
Qianxi,Guizhou,China,970700,42049
Hartford,Connecticut,United States,969171,47131
Dnipro,Dnipropetrovska Oblast,Ukraine,968502,52944
Baishan,Jilin,China,968373,83963
Narayanganj,Dhaka,Bangladesh,967951,34285
Gqeberha,Eastern Cape,South Africa,967677,47626
Huilong,Jiangsu,China,967313,52808
Malaga,Andalusia,Spain,967250,98464
Marrakech,Marrakech-Safi,Morocco,966987,63871
Louisville,Kentucky,United States,965005,29198
Cebu City,Cebu,Philippines,964169,29758
Asmara,Maikel,Eritrea,963000,25254
Coimbatore,Tamil Nadu,India,959823,54238
Maceio,Alagoas,Brazil,957916,11252
Nada,Hainan,China,954259,49764
Fangchenggang,Guangxi,China,953300,87709
Solapur,Maharashtra,India,951558,47441
Freetown,Western Area,Sierra Leone,951000,63682
Kaiyuan,Henan,China,950939,69494
Buffalo,New York,United States,949547,91317
Santo Domingo Este,Ozama,Dominican Republic,948855,75215
Vientiane,Viangchan,Laos,948487,88587
Kermanshah,Kermanshah,Iran,946651,16949
Kibanseke Premiere,Kinshasa,Congo (Kinshasa),946372,65393
Seberang Jaya,Pulau Pinang,Malaysia,946092,83553
Sale,Rabat-Sale-Kenitra,Morocco,945101,16941
Hubli,Karnataka,India,943788,35934
El Alto,La Paz,Bolivia,943000,33386
Cankaya,Ankara,Turkey,942553,71886
Hwasu-dong,Gyeonggi,"Korea, South",941489,85745
Yingcheng,Guangdong,China,941325,93251
Fort Worth,Texas,United States,941311,63413
Setagaya,Tokyo,Japan,940071,66800
Kecioren,Ankara,Turkey,939279,52318
Luocheng,Guangdong,China,936931,80173
Jerusalem,Jerusalem,Israel,936425,80390
Khartoum North,Khartoum,Sudan,936349,62329
Meishan,Henan,China,936000,53088
Mushin,Lagos,Nigeria,935400,49811
Trujillo,La Libertad,Peru,935147,65479
Kitakyushu,Fukuoka,Japan,935084,95392
Aguascalientes,Aguascalientes,Mexico,934424,97369
Khulna,Khulna,Bangladesh,928891,29963
Chihuahua,Chihuahua,Mexico,925762,65123
Bridgeport,Connecticut,United States,921660,83477
Xin'an,Jiangsu,China,920628,24388
Mysore,Karnataka,India,920550,15569
Kashgar,Xinjiang,China,920000,79836
Songnam,Gyeonggi,"Korea, South",918771,46586
New Orleans,Louisiana,United States,918752,22015
Trichinopoly,Tamil Nadu,India,916857,55002
Cartagena,Bolivar,Colombia,914552,16254
Qingzhou,Shandong,China,914047,27144
Naples,Campania,Italy,913462,34214
Santiago del Estero,Santiago del Estero,Argentina,911506,90719
Naucalpan de Juarez,Mexico,Mexico,910407,81774
Masbate,Masbate,Philippines,908920,16090
Owerri,Imo,Nigeria,908109,21637
Taishan,Guangdong,China,907744,32415
Jiaozhou,Shandong,China,907500,34071
Wuchuan,Guangdong,China,907354,68243
Wafangdian,Liaoning,China,905082,51240
La Plata,Buenos Aires,Argentina,904789,93807
Bobo-Dioulasso,Hauts-Bassins,Burkina Faso,903887,43434
Ad Dammam,Ash Sharqiyah,Saudi Arabia,903312,79724
Hanchuan,Hubei,China,903296,85697
Quzhou,Zhejiang,China,902767,38732
Donetsk,Donetska Oblast,Ukraine,901645,21314
Ashmun,Al Minufiyah,Egypt,901191,33954
Bunia,Ituri,Congo (Kinshasa),900666,67108
Wuchang,Heilongjiang,China,897705,97044
Sao Goncalo,Rio de Janeiro,Brazil,896744,97505
Hengzhou,Guangxi,China,896099,46668
Feicheng,Shandong,China,894115,33061
Bucaramanga,Santander,Colombia,893040,89252
Cazenga,Luanda,Angola,892401,49749
Merida,Yucatan,Mexico,892363,26907
Hegang,Heilongjiang,China,891271,28777
Osmangazi,Bursa,Turkey,891250,61745
Moradabad,Uttar Pradesh,India,889810,91818
Bangui,Bangui,Central African Republic,889231,33624
Abeokuta,Ogun,Nigeria,888924,33321
Cancun,Quintana Roo,Mexico,888797,20488
Zaoyang,Hubei,China,888794,32574
Dongtai,Jiangsu,China,888410,15240
Antipolo,Rizal,Philippines,887399,53221
Taguig City,Taguig,Philippines,886722,20478
Tabuk,Tabuk,Saudi Arabia,886036,65645
Xishan,Hunan,China,885987,29262
Zhoushan,Zhejiang,China,882932,62796
Panama City,Panama,Panama,880691,14432
Tucson,Arizona,United States,879871,74291
Yichun,Heilongjiang,China,878881,89104
As Sulaymaniyah,As Sulaymaniyah,Iraq,878146,69399
Klang,Selangor,Malaysia,878000,89714
Tiruppur,Tamil Nadu,India,877778,60428
Marseille,Provence-Alpes-Cote dAzur,France,877215,97731
Gurgaon,Haryana,India,876824,10302
Yangchun,Guangdong,China,875896,92558
Ar Ramadi,Al Anbar,Iraq,874543,10055
Hai'an,Jiangsu,China,874334,18717
Jalandhar,Punjab,India,873725,38699
Daye,Hubei,China,871214,83686
Zhongxiang,Hubei,China,868897,77661
Gaomi,Shandong,China,868715,54247
Teresina,Piaui,Brazil,868075,26748
Lhasa,Tibet,China,867891,14621
Ipoh,Perak,Malaysia,866772,25034
Saltillo,Coahuila,Mexico,864431,15126
Aden,Adan,Yemen,863000,15122
El Paso,Texas,United States,862494,28030
Gongzhuling,Jilin,China,862313,92838
Lianyuan,Hunan,China,862099,94717
Ikeja,Lagos,Nigeria,861300,65658
Tyumen,Tyumenskaya Oblast,Russia,861100,48638
Cochabamba,Cochabamba,Bolivia,856198,77067
Portsmouth,Portsmouth,United Kingdom,855679,98869
Southampton,Southampton,United Kingdom,855569,44674
Hermosillo,Sonora,Mexico,855563,45854
Cheongju,Chungbuk,"Korea, South",852018,56271
Shache,Xinjiang,China,851374,83688
Thanh Hoa,Thanh Hoa,Vietnam,850000,48518
Macheng,Hubei,China,849090,20267
Akure,Ondo,Nigeria,847903,11062
Ilorin,Kwara,Nigeria,847582,60448
Erbil,Arbil,Iraq,846000,16229
Kathmandu,Nepal,Nepal,845767,66793
Turin,Piedmont,Italy,841600,57915
Anqiu,Shandong,China,840553,14632
Yuci,Shanxi,China,840000,13596
Dehui,Jilin,China,839786,16168
Pietermaritzburg,KwaZulu-Natal,South Africa,839327,17561
Durban,KwaZulu-Natal,South Africa,838634,83794
Saratov,Saratovskaya Oblast,Russia,838042,92152
Bhubaneshwar,Odisha,India,837737,36734
Yushu,Jilin,China,836098,16371
Joao Pessoa,Paraiba,Brazil,833932,36069
Samarinda,Kalimantan Timur,Indonesia,831460,89905
Omaha,Nebraska,United States,826161,22910
Qingping,Henan,China,826031,83479
Rongjiawan,Hunan,China,826000,87735
Weichanglu,Shandong,China,824708,91264
Sakai,Osaka,Japan,824408,33275
Eskisehir,Eskisehir,Turkey,820568,82274
Renqiu,Hebei,China,816401,91449
Wutong,Zhejiang,China,815848,70004
Barcelona,Anzoategui,Venezuela,815141,72981
Wu'an,Hebei,China,811631,94659
Sao Bernardo do Campo,Sao Paulo,Brazil,810729,64553
McAllen,Texas,United States,810034,58447
Narela,Delhi,India,809913,44529
Bhayandar,Maharashtra,India,809378,85703
Culiacan,Sinaloa,Mexico,808416,86090
N'Djamena,NDjamena,Chad,807000,27260
Xiashi,Zhejiang,China,806966,13812
Cucuta,Norte de Santander,Colombia,806378,38024
Danyang,Jiangsu,China,806300,68656
Dongyang,Zhejiang,China,804398,37285
Krakow,Maopolskie,Poland,804237,11605
Oran,Oran,Algeria,803329,81158
Pasig City,Pasig,Philippines,803159,82303
Thessaloniki,Kentriki Makedonia,Greece,802572,37139
Blantyre,Blantyre,Malawi,800264,87149
Palermo,Huila,Colombia,800000,66138
Qamdo,Tibet,China,798067,86125
Karimnagar,Andhra Pradesh,India,797447,23918
Libreville,Estuaire,Gabon,797003,95655
Hejian,Hebei,China,795198,37446
Seyhan,Adana,Turkey,795012,23046
Laiyang,Shandong,China,794986,34818
Queretaro,Queretaro,Mexico,794789,14324
Wuxi,Hunan,China,791939,86323
Yiyang,Hunan,China,790676,19111
Niigata,Niigata,Japan,790646,48110
Vinh,Nghe An,Vietnam,790000,26389
Puxi,Henan,China,789300,51427
Hempstead,New York,United States,789177,89579
Hamamatsu,Shizuoka,Japan,788211,38746
Zijinglu,Henan,China,785242,97886
Kumila,Khyber Pakhtunkhwa,Pakistan,784711,10117
Xingyi,Guizhou,China,783120,94471
Xingcheng,Guangdong,China,779411,23234
Birmingham,Alabama,United States,778756,63441
Ailan Mubage,Xinjiang,China,778047,10846
Lubango,Huila,Angola,776249,20954
Frankfurt,Hesse,Germany,775790,89239
Homs,Hims,Syria,775404,56514
Bilbao,Basque Country,Spain,775000,98236
San Luis Potosi,San Luis Potosi,Mexico,772828,16469
Bucheon,Gyeonggi,"Korea, South",772450,40105
Fuyang,Zhejiang,China,771000,52101
Korla,Xinjiang,China,770000,74323
Khujand,Sughd,Tajikistan,770000,68067
Hamhung,Hamnam,"Korea, North",768551,59376
Erzurum,Erzurum,Turkey,767848,55587
Albuquerque,New Mexico,United States,767499,46976
Zagreb,"Zagreb, Grad",Croatia,767131,77584
Al `Ayn,Abu Zaby,United Arab Emirates,766936,88477
Dodoma,Dodoma,Tanzania,765179,52533
Pikine,Dakar,Senegal,764597,11828
Patiala,Punjab,India,763280,11917
Bahawalpur,Punjab,Pakistan,762111,30618
Qingnian,Shandong,China,760781,42254
Sanhe,Hebei,China,760107,57362
Kaduna,Kaduna,Nigeria,760084,30128
Winnipeg,Manitoba,Canada,758515,69383
Baardheere,Gedo,Somalia,755500,75545
Shishgarh,Uttar Pradesh,India,753815,92180
Leping,Jiangxi,China,753787,97958
Colombo,Western,Sri Lanka,752993,19865
Nerima,Tokyo,Japan,752608,12219
Natal,Rio Grande do Norte,Brazil,751300,49809
Lichuan,Hubei,China,750670,15287
Pendik,Istanbul,Turkey,750435,44387
Gdansk,Pomorskie,Poland,749786,18512
Licheng,Jiangsu,China,749522,11342
Santo Andre,Sao Paulo,Brazil,748919,73076
Andijon,Andijon,Uzbekistan,747800,29216
Gaalkacyo,Mudug,Somalia,745000,89767
Ota-ku,Tokyo,Japan,744849,36614
Thiruvananthapuram,Kerala,India,743691,46258
Nampula,Nampula,Mozambique,743000,52078
Zhuanghe,Liaoning,China,742496,93524
Kyaukse,Mandalay,Burma,741071,22219
Tulsa,Oklahoma,United States,740620,10235
Chengguan,Henan,China,740435,52929
Bagcilar,Istanbul,Turkey,740069,77444
Bouake,Vallee du Bandama,Côte d’Ivoire,740000,18567
Cabinda,Cabinda,Angola,739182,80792
Kumamoto,Kumamoto,Japan,738385,75441
Kerman,Kerman,Iran,738374,94555
Lingbao Chengguanzhen,Henan,China,736300,83698
Orumiyeh,Azarbayjan-e Gharbi,Iran,736224,15415
Quebec City,Quebec,Canada,733156,46159
Taihe,Sichuan,China,732380,53925
Yanggok,Gyeonggi,"Korea, South",732376,15951
Zhongba,Sichuan,China,731343,97388
Osogbo,Osun,Nigeria,731000,18007
Sizhan,Ningxia,China,730400,51832
Suohe,Henan,China,730135,68596
Xiangxiang,Hunan,China,730103,40523
Hamilton,Ontario,Canada,729560,98861
Songyang,Henan,China,729332,96740
Cagayan de Oro,Cagayan de Oro,Philippines,728402,25524
Qian'an,Hebei,China,728160,29282
Shuangqiao,Henan,China,727265,33930
Chaohucun,Anhui,China,727162,10077
Manama,Al Asimah,Bahrain,727000,30611
Zouping,Shandong,China,726722,26984
Charleston,South Carolina,United States,726389,24060
Uvira,Sud-Kivu,Congo (Kinshasa),726000,92985
Durgapur,West Bengal,India,726000,94056
An Najaf,An Najaf,Iraq,724700,53303
Fresno,California,United States,724547,69207
Cencheng,Guangxi,China,724364,85046
Umraniye,Istanbul,Turkey,723760,39287
Sorocaba,Sao Paulo,Brazil,723574,49711
Guli,Zhejiang,China,723490,21954
Sagamihara,Kanagawa,Japan,722973,83340
Laixi,Shandong,China,720103,82101
Okayama,Okayama,Japan,720043,81520
Concepcion,Biobio,Chile,719944,97062
San Pedro Sula,Cortes,Honduras,719064,28574
Mississauga,Ontario,Canada,717961,19184
Changsha,Guangdong,China,717700,29096
Lviv,Lvivska Oblast,Ukraine,717273,77728
Shihezi,Xinjiang,China,717000,44016
Valenzuela,Valenzuela,Philippines,714978,21246
Huambo,Huambo,Angola,713134,55558
Xichang,Sichuan,China,712434,28381
Guangshui,Hubei,China,710900,46455
Zaporizhzhia,Zaporizka Oblast,Ukraine,710052,14018
Bhiwandi,Maharashtra,India,709665,21302
Gaoyou,Jiangsu,China,709572,77506
Chengxiang,Jiangsu,China,709500,51157
Bhilwara,Rajasthan,India,709483,64917
Oslo,Oslo,Norway,709037,93122
George Town,Pulau Pinang,Malaysia,708127,34519
Bristol,"Bristol, City of",United Kingdom,707412,97487
Zunhua,Hebei,China,707047,66819
Saharanpur,Uttar Pradesh,India,705478,90910
Yenimahalle,Ankara,Turkey,704652,81324
Warangal,Andhra Pradesh,India,704570,15408
Nampo,Nampo,"Korea, North",703317,69379
Dasmarinas,Cavite,Philippines,703141,35053
Shiliguri,West Bengal,India,701489,19446
Boosaaso,Bari,Somalia,700906,10922
Parachinar,Khyber Pakhtunkhwa,Pakistan,700000,61356
Latakia,Al Ladhiqiyah,Syria,700000,20789
Tongchuan,Shaanxi,China,698322,76656
Xindi,Hubei,China,698188,54028
Edogawa,Chiba,Japan,697932,74484
General Santos,General Santos,Philippines,697315,42154
Hamah,Hamah,Syria,696863,92870
Rochester,New York,United States,694707,12336
Bauchi,Bauchi,Nigeria,693700,77779
Salem,Tamil Nadu,India,693236,29029
Sinnuris,Al Fayyum,Egypt,692701,69201
Cocody,Abidjan,Côte d’Ivoire,692583,42265
Lokoja,Kogi,Nigeria,692050,53872
Guadalupe,Nuevo Leon,Mexico,691931,56197
Selcuklu,Konya,Turkey,690667,65180
Karbala',Karbala,Iraq,690100,33710
Borvayeh-ye Al Bu `Aziz,Khuzestan,Iran,690000,39486
City of Paranaque,Paranaque,Philippines,689992,81907
Taihecun,Heilongjiang,China,689611,81895
Mamak,Ankara,Turkey,687535,74435
Jianshe,Henan,China,687130,50631
Zaragoza,Aragon,Spain,686986,30103
Shishi,Fujian,China,685930,74772
Shizuoka,Shizuoka,Japan,685589,24382
Agege,Lagos,Nigeria,683600,94291
Mar del Plata,Buenos Aires,Argentina,682605,13756
Adachi,Tokyo,Japan,682326,30609
Pontianak,Kalimantan Barat,Indonesia,680880,26478
Rasht,Gilan,Iran,679995,49666
Xigaze,Tibet,China,679771,85683
Cotonou,Littoral,Benin,679012,81315
Tasikmalaya,Jawa Barat,Indonesia,678027,87834
Kochi,Kerala,India,677381,24153
Soledad,Atlantico,Colombia,676014,86325
Shanhu,Zhejiang,China,675226,22999
Gothenburg,Vastra Gotaland,Sweden,674529,65318
Acapulco de Juarez,Guerrero,Mexico,673478,10814
Gorakhpur,Uttar Pradesh,India,673446,86077
Bahar,Hamadan,Iran,673405,12443
Wroclaw,Dolnoslaskie,Poland,672929,85993
Murcia,Murcia,Spain,672773,85916
Pinghu,Zhejiang,China,671326,83319
Guankou,Sichuan,China,671200,27368
Lodz,odzkie,Poland,670642,25328
Yatou,Shandong,China,670251,66942
Denpasar,Bali,Indonesia,670210,37306
Guntur,Andhra Pradesh,India,670073,95451
Tolyatti,Samarskaya Oblast,Russia,667956,49915
Dayton,Ohio,United States,667936,47219
Ch'ongjin,Hambuk,"Korea, North",667929,90879
Zhaodong,Heilongjiang,China,666532,74644
Puyang Chengguanzhen,Henan,China,666322,70279
Bulawayo,Bulawayo,Zimbabwe,665952,63028
Aracaju,Sergipe,Brazil,664908,10126
Bacoor,Cavite,Philippines,664625,62329
Rotterdam,Zuid-Holland,Netherlands,664311,37632
Tlaquepaque,Jalisco,Mexico,664193,75310
Villavicencio,Meta,Colombia,664148,65176
Campo Grande,Mato Grosso do Sul,Brazil,663621,96066
Jingcheng,Jiangsu,China,663408,54327
Makhachkala,Dagestan,Russia,662660,78904
Banjarmasin,Kalimantan Selatan,Indonesia,662230,13797
Kitwe,Copperbelt,Zambia,661901,57882
Catia La Mar,La Guaira,Venezuela,661897,23718
Nneyi-Umuleri,Anambra,Nigeria,660821,44560
Al Hufuf,Ash Sharqiyah,Saudi Arabia,660788,86589
Dali,Yunnan,China,660300,32116
Jalingo,Taraba,Nigeria,660213,46244
Sargodha,Punjab,Pakistan,659862,11645
Karaikandi,Assam,India,659260,57523
Ch'onan,Chungnam,"Korea, South",656583,29256
Brampton,Ontario,Canada,656480,63173
Cape Coral,Florida,United States,656464,47430
Haldwani,Uttarakhand,India,656000,49282
Abomey-Calavi,Atlantique,Benin,655965,73374
Yildirim,Bursa,Turkey,655856,78244
Dhulia,Maharashtra,India,655603,21694
Zhongshu,Guizhou,China,655300,66264
Durango,Durango,Mexico,654876,85060
Songzi,Hubei,China,654762,67545
Tondo,Manila,Philippines,654220,49224
Dayrut,Asyut,Egypt,653847,23224
Tlalnepantla,Mexico,Mexico,653410,50738
Xiping,Yunnan,China,652604,35150
Osasco,Sao Paulo,Brazil,652593,73731
Hue,Thua Thien-Hue,Vietnam,652572,59688
San Jose del Monte,Bulacan,Philippines,651813,83509
Denizli,Denizli,Turkey,651200,18577
Maturin,Monagas,Venezuela,647459,18070
Honcho,Chiba,Japan,644668,18666
Wuxue,Hubei,China,644247,67761
Bhavnagar,Gujarat,India,643382,46368
